"industry_code","industry_title"
"3391","NAICS 3391 Medical equipment and supplies manufacturing"
"33911","NAICS 33911 Medical equipment and supplies manufacturing"
"339111","NAICS02 339111 Laboratory apparatus and furniture mfg."
"339112","NAICS 339112 Surgical and medical instrument manufacturing"
"339113","NAICS 339113 Surgical appliance and supplies manufacturing"
"339114","NAICS 339114 Dental equipment and supplies manufacturing"
"339115","NAICS 339115 Ophthalmic goods manufacturing"
"339116","NAICS 339116 Dental laboratories"
"3399","NAICS 3399 Other miscellaneous manufacturing"
"33991","NAICS 33991 Jewelry and silverware manufacturing"
"339910","NAICS 339910 Jewelry and silverware manufacturing"
"339911","NAICS07 339911 Jewelry, except costume, manufacturing"
"339912","NAICS07 339912 Silverware and hollowware manufacturing"
"339913","NAICS07 339913 Jewelers' material and lapidary work mfg."
"339914","NAICS07 339914 Costume jewelry and novelty manufacturing"
"33992","NAICS 33992 Sporting and athletic goods manufacturing"
"339920","NAICS 339920 Sporting and athletic goods manufacturing"
"33993","NAICS 33993 Doll, toy, and game manufacturing"
"339930","NAICS 339930 Doll, toy, and game manufacturing"
"339931","NAICS07 339931 Doll and stuffed toy manufacturing"
"339932","NAICS07 339932 Game, toy, and children's vehicle mfg."
"33994","NAICS 33994 Office supplies, except paper, manufacturing"
"339940","NAICS 339940 Office supplies, except paper, manufacturing"
"339941","NAICS07 339941 Pen and mechanical pencil manufacturing"
"339942","NAICS07 339942 Lead pencil and art good manufacturing"
"339943","NAICS07 339943 Marking device manufacturing"
"339944","NAICS07 339944 Carbon paper and inked ribbon manufacturing"
"33995","NAICS 33995 Sign manufacturing"
"339950","NAICS 339950 Sign manufacturing"
"33999","NAICS 33999 All other miscellaneous manufacturing"
"339991","NAICS 339991 Gasket, packing, and sealing device mfg."
"339992","NAICS 339992 Musical instrument manufacturing"
"339993","NAICS 339993 Fastener, button, needle, and pin mfg."
"339994","NAICS 339994 Broom, brush, and mop manufacturing"
"339995","NAICS 339995 Burial casket manufacturing"
"339999","NAICS 339999 All other miscellaneous manufacturing"
"22","NAICS 22 Utilities"
"221","NAICS 221 Utilities"
"2211","NAICS 2211 Power generation and supply"
"22111","NAICS 22111 Electric power generation"
"221111","NAICS 221111 Hydroelectric power generation"
"221112","NAICS 221112 Fossil fuel electric power generation"
"221113","NAICS 221113 Nuclear electric power generation"
"221114","NAICS 221114 Solar electric power generation"
"221115","NAICS 221115 Wind electric power generation"
"221116","NAICS 221116 Geothermal electric power generation"
"221117","NAICS 221117 Biomass electric power generation"
"221118","NAICS 221118 Other electric power generation"
"221119","NAICS07 221119 Other electric power generation"
"22112","NAICS 22112 Electric power transmission and distribution"
"221121","NAICS 221121 Electric bulk power transmission and control"
"221122","NAICS 221122 Electric power distribution"
"2212","NAICS 2212 Natural gas distribution"
"22121","NAICS 22121 Natural gas distribution"
"221210","NAICS 221210 Natural gas distribution"
"2213","NAICS 2213 Water, sewage and other systems"
"22131","NAICS 22131 Water supply and irrigation systems"
"221310","NAICS 221310 Water supply and irrigation systems"
"22132","NAICS 22132 Sewage treatment facilities"
"221320","NAICS 221320 Sewage treatment facilities"
"22133","NAICS 22133 Steam and air-conditioning supply"
"221330","NAICS 221330 Steam and air-conditioning supply"
"42","NAICS 42 Wholesale trade"
"423","NAICS 423 Merchant wholesalers, durable goods"
"4231","NAICS 4231 Motor vehicle and parts merchant wholesalers"
"42311","NAICS 42311 Motor vehicle merchant wholesalers"
"423110","NAICS 423110 Motor vehicle merchant wholesalers"
"42312","NAICS 42312 New motor vehicle parts merchant wholesalers"
"423120","NAICS 423120 New motor vehicle parts merchant wholesalers"
"42313","NAICS 42313 Tire and tube merchant wholesalers"
"423130","NAICS 423130 Tire and tube merchant wholesalers"
"42314","NAICS 42314 Used motor vehicle parts merchant wholesalers"
"423140","NAICS 423140 Used motor vehicle parts merchant wholesalers"
"4232","NAICS 4232 Furniture and furnishing merchant wholesalers"
"42321","NAICS 42321 Furniture merchant wholesalers"
"423210","NAICS 423210 Furniture merchant wholesalers"
"42322","NAICS 42322 Home furnishing merchant wholesalers"
"423220","NAICS 423220 Home furnishing merchant wholesalers"
"4233","NAICS 4233 Lumber and const. supply merchant wholesalers"
"42331","NAICS 42331 Lumber and wood merchant wholesalers"
"423310","NAICS 423310 Lumber and wood merchant wholesalers"
"42332","NAICS 42332 Masonry material merchant wholesalers"
"423320","NAICS 423320 Masonry material merchant wholesalers"
"42333","NAICS 42333 Roofing and siding merchant wholesalers"
"423330","NAICS 423330 Roofing and siding merchant wholesalers"
"42339","NAICS 42339 Other const. material merchant wholesalers"
"423390","NAICS 423390 Other const. material merchant wholesalers"
"4234","NAICS 4234 Commercial equip. merchant wholesalers"
"42341","NAICS 42341 Photographic equip. merchant wholesalers"
"423410","NAICS 423410 Photographic equip. merchant wholesalers"
"42342","NAICS 42342 Office equipment merchant wholesalers"
"423420","NAICS 423420 Office equipment merchant wholesalers"
"42343","NAICS 42343 Computer and software merchant wholesalers"
"423430","NAICS 423430 Computer and software merchant wholesalers"
"42344","NAICS 42344 Other commercial equip. merchant wholesalers"
"423440","NAICS 423440 Other commercial equip. merchant wholesalers"
"42345","NAICS 42345 Medical equipment merchant wholesalers"
"423450","NAICS 423450 Medical equipment merchant wholesalers"
"42346","NAICS 42346 Ophthalmic goods merchant wholesalers"
"423460","NAICS 423460 Ophthalmic goods merchant wholesalers"
"42349","NAICS 42349 Other professional equip. merchant wholesaler"
"423490","NAICS 423490 Other professional equip. merchant wholesaler"
"4235","NAICS 4235 Metal and mineral merchant wholesalers"
"42351","NAICS 42351 Metal merchant wholesalers"
"423510","NAICS 423510 Metal merchant wholesalers"
"42352","NAICS 42352 Coal and other mineral merchant wholesalers"
"423520","NAICS 423520 Coal and other mineral merchant wholesalers"
"4236","NAICS 4236 Appliance and electric goods merchant whls."
"42361","NAICS 42361 Elec. equip. and wiring merchant wholesalers"
"423610","NAICS 423610 Elec. equip. and wiring merchant wholesalers"
"42362","NAICS 42362 Appliance and electronics merchant whls."
"423620","NAICS 423620 Appliance and electronics merchant whls."
"42369","NAICS 42369 Other electronic parts merchant wholesalers"
"423690","NAICS 423690 Other electronic parts merchant wholesalers"
"4237","NAICS 4237 Hardware and plumbing merchant wholesalers"
"42371","NAICS 42371 Hardware merchant wholesalers"
"423710","NAICS 423710 Hardware merchant wholesalers"
"42372","NAICS 42372 Plumbing equip. merchant wholesalers"
"423720","NAICS 423720 Plumbing equip. merchant wholesalers"
"42373","NAICS 42373 HVAC equip. merchant wholesalers"
"423730","NAICS 423730 HVAC equip. merchant wholesalers"
"42374","NAICS 42374 Refrigeration equip. merchant wholesalers"
"423740","NAICS 423740 Refrigeration equip. merchant wholesalers"
"4238","NAICS 4238 Machinery and supply merchant wholesalers"
"42381","NAICS 42381 Construction equipment merchant wholesalers"
"423810","NAICS 423810 Construction equipment merchant wholesalers"
"42382","NAICS 42382 Farm and garden equip. merchant wholesalers"
"423820","NAICS 423820 Farm and garden equip. merchant wholesalers"
"42383","NAICS 42383 Industrial machinery merchant wholesalers"
"423830","NAICS 423830 Industrial machinery merchant wholesalers"
"42384","NAICS 42384 Industrial supplies merchant wholesalers"
"423840","NAICS 423840 Industrial supplies merchant wholesalers"
"42385","NAICS 42385 Service estab. equip. merchant wholesalers"
"423850","NAICS 423850 Service estab. equip. merchant wholesalers"
"42386","NAICS 42386 Transport. goods merchant wholesalers"
"423860","NAICS 423860 Transport. goods merchant wholesalers"
"4239","NAICS 4239 Misc. durable goods merchant wholesalers"
"42391","NAICS 42391 Sporting goods merchant wholesalers"
"423910","NAICS 423910 Sporting goods merchant wholesalers"
"42392","NAICS 42392 Toy and hobby goods merchant wholesalers"
"423920","NAICS 423920 Toy and hobby goods merchant wholesalers"
"42393","NAICS 42393 Recyclable material merchant wholesalers"
"423930","NAICS 423930 Recyclable material merchant wholesalers"
"42394","NAICS 42394 Jewelry merchant wholesalers"
"423940","NAICS 423940 Jewelry merchant wholesalers"
"42399","NAICS 42399 Other durable goods merchant wholesalers"
"423990","NAICS 423990 Other durable goods merchant wholesalers"
"424","NAICS 424 Merchant wholesalers, nondurable goods"
"4241","NAICS 4241 Paper and paper product merchant wholesalers"
"42411","NAICS 42411 Printing and writing paper merch. whls."
"424110","NAICS 424110 Printing and writing paper merch. whls."
"42412","NAICS 42412 Office supplies merchant wholesalers"
"424120","NAICS 424120 Office supplies merchant wholesalers"
"42413","NAICS 42413 Industrial paper merchant wholesalers"
"424130","NAICS 424130 Industrial paper merchant wholesalers"
"4242","NAICS 4242 Druggists' goods merchant wholesalers"
"42421","NAICS 42421 Druggists' goods merchant wholesalers"
"424210","NAICS 424210 Druggists' goods merchant wholesalers"
"4243","NAICS 4243 Apparel and piece goods merchant wholesalers"
"42431","NAICS 42431 Piece goods merchant wholesalers"
"424310","NAICS 424310 Piece goods merchant wholesalers"
"42432","NAICS 42432 Men's and boys' clothing merchant wholesalers"
"424320","NAICS 424320 Men's and boys' clothing merchant wholesalers"
"42433","NAICS 42433 Women's and children's clothing merch. whls."
"424330","NAICS 424330 Women's and children's clothing merch. whls."
"42434","NAICS 42434 Footwear merchant wholesalers"
"424340","NAICS 424340 Footwear merchant wholesalers"
"4244","NAICS 4244 Grocery and related product wholesalers"
"42441","NAICS 42441 General line grocery merchant wholesalers"
"424410","NAICS 424410 General line grocery merchant wholesalers"
"42442","NAICS 42442 Packaged frozen food merchant wholesalers"
"424420","NAICS 424420 Packaged frozen food merchant wholesalers"
"42443","NAICS 42443 Dairy product merchant wholesalers"
"424430","NAICS 424430 Dairy product merchant wholesalers"
"42444","NAICS 42444 Poultry product merchant wholesalers"
"424440","NAICS 424440 Poultry product merchant wholesalers"
"42445","NAICS 42445 Confectionery merchant wholesalers"
"424450","NAICS 424450 Confectionery merchant wholesalers"
"42446","NAICS 42446 Fish and seafood merchant wholesalers"
"424460","NAICS 424460 Fish and seafood merchant wholesalers"
"42447","NAICS 42447 Meat and meat product merchant wholesalers"
"424470","NAICS 424470 Meat and meat product merchant wholesalers"
"42448","NAICS 42448 Fruit and vegetable merchant wholesalers"
"424480","NAICS 424480 Fruit and vegetable merchant wholesalers"
"42449","NAICS 42449 Other grocery product merchant wholesalers"
"424490","NAICS 424490 Other grocery product merchant wholesalers"
"4245","NAICS 4245 Farm product raw material merch. whls."
"42451","NAICS 42451 Grain and field bean merchant wholesalers"
"424510","NAICS 424510 Grain and field bean merchant wholesalers"
"42452","NAICS 42452 Livestock merchant wholesalers"
"424520","NAICS 424520 Livestock merchant wholesalers"
"42459","NAICS 42459 Other farm product raw material merch. whls."
"424590","NAICS 424590 Other farm product raw material merch. whls."
"4246","NAICS 4246 Chemical merchant wholesalers"
"42461","NAICS 42461 Plastics materials merchant wholesalers"
"424610","NAICS 424610 Plastics materials merchant wholesalers"
"42469","NAICS 42469 Other chemicals merchant wholesalers"
"424690","NAICS 424690 Other chemicals merchant wholesalers"
"4247","NAICS 4247 Petroleum merchant wholesalers"
"42471","NAICS 42471 Petroleum bulk stations and terminals"
"424710","NAICS 424710 Petroleum bulk stations and terminals"
"42472","NAICS 42472 Other petroleum merchant wholesalers"
"424720","NAICS 424720 Other petroleum merchant wholesalers"
"4248","NAICS 4248 Alcoholic beverage merchant wholesalers"
"42481","NAICS 42481 Beer and ale merchant wholesalers"
"424810","NAICS 424810 Beer and ale merchant wholesalers"
"42482","NAICS 42482 Wine and spirit merchant wholesalers"
"424820","NAICS 424820 Wine and spirit merchant wholesalers"
"4249","NAICS 4249 Misc. nondurable goods merchant wholesalers"
"42491","NAICS 42491 Farm supplies merchant wholesalers"
"424910","NAICS 424910 Farm supplies merchant wholesalers"
"42492","NAICS 42492 Book and periodical merchant wholesalers"
"424920","NAICS 424920 Book and periodical merchant wholesalers"
"42493","NAICS 42493 Nursery and florist merchant wholesalers"
"424930","NAICS 424930 Nursery and florist merchant wholesalers"
"42494","NAICS 42494 Tobacco and tobacco product merch. whls."
"424940","NAICS 424940 Tobacco and tobacco product merch. whls."
"42495","NAICS 42495 Paint and supplies merchant wholesalers"
"424950","NAICS 424950 Paint and supplies merchant wholesalers"
"42499","NAICS 42499 Other nondurable goods merchant wholesalers"
"424990","NAICS 424990 Other nondurable goods merchant wholesalers"
"425","NAICS 425 Electronic markets and agents and brokers"
"4251","NAICS 4251 Electronic markets and agents and brokers"
"42511","NAICS 42511 Business to business electronic markets"
"425110","NAICS 425110 Business to business electronic markets"
"42512","NAICS 42512 Wholesale trade agents and brokers"
"425120","NAICS 425120 Wholesale trade agents and brokers"
"44-45","NAICS 44-45 Retail trade"
"441","NAICS 441 Motor vehicle and parts dealers"
"4411","NAICS 4411 Automobile dealers"
"44111","NAICS 44111 New car dealers"
"441110","NAICS 441110 New car dealers"
"44112","NAICS 44112 Used car dealers"
"441120","NAICS 441120 Used car dealers"
"4412","NAICS 4412 Other motor vehicle dealers"
"44121","NAICS 44121 Recreational vehicle dealers"
"441210","NAICS 441210 Recreational vehicle dealers"
"44122","NAICS 44122 Motorcycle, boat, and other vehicle dealers"
"441221","NAICS07 441221 Motorcycle, atv, personal watercraft dealers"
"441222","NAICS 441222 Boat dealers"
"441228","NAICS 441228 Motorcycle, ATV, and other vehicle dealers"
"441229","NAICS07 441229 All other motor vehicle dealers"
"4413","NAICS 4413 Auto parts, accessories, and tire stores"
"44131","NAICS 44131 Automotive parts and accessories stores"
"441310","NAICS 441310 Automotive parts and accessories stores"
"44132","NAICS 44132 Tire dealers"
"441320","NAICS 441320 Tire dealers"
"442","NAICS 442 Furniture and home furnishings stores"
"4421","NAICS 4421 Furniture stores"
"44211","NAICS 44211 Furniture stores"
"442110","NAICS 442110 Furniture stores"
"4422","NAICS 4422 Home furnishings stores"
"44221","NAICS 44221 Floor covering stores"
"442210","NAICS 442210 Floor covering stores"
"44229","NAICS 44229 Other home furnishings stores"
"442291","NAICS 442291 Window treatment stores"
"442299","NAICS 442299 All other home furnishings stores"
"443","NAICS 443 Electronics and appliance stores"
"4431","NAICS 4431 Electronics and appliance stores"
"44311","NAICS07 44311 Appliance, tv, and other electronics stores"
"443111","NAICS07 443111 Household appliance stores"
"443112","NAICS07 443112 Radio, tv, and other electronics stores"
"44312","NAICS07 44312 Computer and software stores"
"443120","NAICS07 443120 Computer and software stores"
"44313","NAICS07 44313 Camera and photographic supplies stores"
"443130","NAICS07 443130 Camera and photographic supplies stores"
"44314","NAICS 44314 Electronics and appliance stores"
"443141","NAICS 443141 Household appliance stores"
"443142","NAICS 443142 Electronics stores"
"444","NAICS 444 Building material and garden supply stores"
"4441","NAICS 4441 Building material and supplies dealers"
"44411","NAICS 44411 Home centers"
"444110","NAICS 444110 Home centers"
"44412","NAICS 44412 Paint and wallpaper stores"
"444120","NAICS 444120 Paint and wallpaper stores"
"44413","NAICS 44413 Hardware stores"
"444130","NAICS 444130 Hardware stores"
"44419","NAICS 44419 Other building material dealers"
"444190","NAICS 444190 Other building material dealers"
"4442","NAICS 4442 Lawn and garden equipment and supplies stores"
"44421","NAICS 44421 Outdoor power equipment stores"
"444210","NAICS 444210 Outdoor power equipment stores"
"44422","NAICS 44422 Nursery, garden, and farm supply stores"
"444220","NAICS 444220 Nursery, garden, and farm supply stores"
"445","NAICS 445 Food and beverage stores"
"4451","NAICS 4451 Grocery stores"
"44511","NAICS 44511 Supermarkets and other grocery stores"
"445110","NAICS 445110 Supermarkets and other grocery stores"
"44512","NAICS 44512 Convenience stores"
"445120","NAICS 445120 Convenience stores"
"4452","NAICS 4452 Specialty food stores"
"44521","NAICS 44521 Meat markets"
"445210","NAICS 445210 Meat markets"
"44522","NAICS 44522 Fish and seafood markets"
"445220","NAICS 445220 Fish and seafood markets"
"44523","NAICS 44523 Fruit and vegetable markets"
"445230","NAICS 445230 Fruit and vegetable markets"
"44529","NAICS 44529 Other specialty food stores"
"445291","NAICS 445291 Baked goods stores"
"445292","NAICS 445292 Confectionery and nut stores"
"445299","NAICS 445299 All other specialty food stores"
"4453","NAICS 4453 Beer, wine, and liquor stores"
"44531","NAICS 44531 Beer, wine, and liquor stores"
"445310","NAICS 445310 Beer, wine, and liquor stores"
"446","NAICS 446 Health and personal care stores"
"4461","NAICS 4461 Health and personal care stores"
"44611","NAICS 44611 Pharmacies and drug stores"
"446110","NAICS 446110 Pharmacies and drug stores"
"44612","NAICS 44612 Cosmetic and beauty supply stores"
"446120","NAICS 446120 Cosmetic and beauty supply stores"
"44613","NAICS 44613 Optical goods stores"
"446130","NAICS 446130 Optical goods stores"
"44619","NAICS 44619 Other health and personal care stores"
"446191","NAICS 446191 Food, health, supplement stores"
"446199","NAICS 446199 All other health and personal care stores"
"447","NAICS 447 Gasoline stations"
"4471","NAICS 4471 Gasoline stations"
"44711","NAICS 44711 Gasoline stations with convenience stores"
"447110","NAICS 447110 Gasoline stations with convenience stores"
"44719","NAICS 44719 Other gasoline stations"
"447190","NAICS 447190 Other gasoline stations"
"448","NAICS 448 Clothing and clothing accessories stores"
"4481","NAICS 4481 Clothing stores"
"44811","NAICS 44811 Men's clothing stores"
"448110","NAICS 448110 Men's clothing stores"
"44812","NAICS 44812 Women's clothing stores"
"448120","NAICS 448120 Women's clothing stores"
"44813","NAICS 44813 Children's and infants' clothing stores"
"448130","NAICS 448130 Children's and infants' clothing stores"
"44814","NAICS 44814 Family clothing stores"
"448140","NAICS 448140 Family clothing stores"
"44815","NAICS 44815 Clothing accessories stores"
"448150","NAICS 448150 Clothing accessories stores"
"44819","NAICS 44819 Other clothing stores"
"448190","NAICS 448190 Other clothing stores"
"4482","NAICS 4482 Shoe stores"
"44821","NAICS 44821 Shoe stores"
"448210","NAICS 448210 Shoe stores"
"4483","NAICS 4483 Jewelry, luggage, and leather goods stores"
"44831","NAICS 44831 Jewelry stores"
"448310","NAICS 448310 Jewelry stores"
"44832","NAICS 44832 Luggage and leather goods stores"
"448320","NAICS 448320 Luggage and leather goods stores"
"451","NAICS 451 Sports, hobby, music instrument, book stores"
"4511","NAICS 4511 Sporting goods and musical instrument stores"
"45111","NAICS 45111 Sporting goods stores"
"451110","NAICS 451110 Sporting goods stores"
"45112","NAICS 45112 Hobby, toy, and game stores"
"451120","NAICS 451120 Hobby, toy, and game stores"
"45113","NAICS 45113 Sewing, needlework, and piece goods stores"
"451130","NAICS 451130 Sewing, needlework, and piece goods stores"
"45114","NAICS 45114 Musical instrument and supplies stores"
"451140","NAICS 451140 Musical instrument and supplies stores"
"4512","NAICS 4512 Book stores and news dealers"
"45121","NAICS 45121 Book stores and news dealers"
"451211","NAICS 451211 Book stores"
"451212","NAICS 451212 News dealers and newsstands"
"45122","NAICS07 45122 Precorded tape, cd, and record stores"
"451220","NAICS07 451220 Precorded tape, cd, and record stores"
"452","NAICS 452 General merchandise stores"
"4521","NAICS 4521 Department stores"
"45211","NAICS 45211 Department stores"
"452111","NAICS 452111 Department stores, except discount"
"452112","NAICS 452112 Discount department stores"
"4529","NAICS 4529 Other general merchandise stores"
"45291","NAICS 45291 Warehouse clubs and supercenters"
"452910","NAICS 452910 Warehouse clubs and supercenters"
"45299","NAICS 45299 All other general merchandise stores"
"452990","NAICS 452990 All other general merchandise stores"
"453","NAICS 453 Miscellaneous store retailers"
"4531","NAICS 4531 Florists"
"45311","NAICS 45311 Florists"
"453110","NAICS 453110 Florists"
"4532","NAICS 4532 Office supplies, stationery, and gift stores"
"45321","NAICS 45321 Office supplies and stationery stores"
"453210","NAICS 453210 Office supplies and stationery stores"
"45322","NAICS 45322 Gift, novelty, and souvenir stores"
"453220","NAICS 453220 Gift, novelty, and souvenir stores"
"4533","NAICS 4533 Used merchandise stores"
"45331","NAICS 45331 Used merchandise stores"
"453310","NAICS 453310 Used merchandise stores"
"4539","NAICS 4539 Other miscellaneous store retailers"
"45391","NAICS 45391 Pet and pet supplies stores"
"453910","NAICS 453910 Pet and pet supplies stores"
"45392","NAICS 45392 Art dealers"
"453920","NAICS 453920 Art dealers"
"45393","NAICS 45393 Manufactured, mobile, home dealers"
"453930","NAICS 453930 Manufactured, mobile, home dealers"
"45399","NAICS 45399 All other miscellaneous store retailers"
"453991","NAICS 453991 Tobacco stores"
"453998","NAICS 453998 Store retailers not specified elsewhere"
"454","NAICS 454 Nonstore retailers"
"4541","NAICS 4541 Electronic shopping and mail-order houses"
"45411","NAICS 45411 Electronic shopping and mail-order houses"
"454111","NAICS 454111 Electronic shopping"
"454112","NAICS 454112 Electronic auctions"
"454113","NAICS 454113 Mail-order houses"
"4542","NAICS 4542 Vending machine operators"
"45421","NAICS 45421 Vending machine operators"
"454210","NAICS 454210 Vending machine operators"
"4543","NAICS 4543 Direct selling establishments"
"45431","NAICS 45431 Fuel dealers"
"454310","NAICS 454310 Fuel dealers"
"454311","NAICS07 454311 Heating oil dealers"
"454312","NAICS07 454312 Liquefied petroleum gas, bottled gas, dealers"
"454319","NAICS07 454319 Other fuel dealers"
"45439","NAICS 45439 Other direct selling establishments"
"454390","NAICS 454390 Other direct selling establishments"
"48-49","NAICS 48-49 Transportation and warehousing"
"481","NAICS 481 Air transportation"
"4811","NAICS 4811 Scheduled air transportation"
"48111","NAICS 48111 Scheduled air transportation"
"481111","NAICS 481111 Scheduled passenger air transportation"
"481112","NAICS 481112 Scheduled freight air transportation"
"4812","NAICS 4812 Nonscheduled air transportation"
"48121","NAICS 48121 Nonscheduled air transportation"
"481211","NAICS 481211 Nonscheduled air passenger chartering"
"481212","NAICS 481212 Nonscheduled air freight chartering"
"481219","NAICS 481219 Other nonscheduled air transportation"
"482","NAICS 482 Rail transportation"
"4821","NAICS 4821 Rail transportation"
"48211","NAICS 48211 Rail transportation"
"482111","NAICS 482111 Line-haul railroads"
"482112","NAICS 482112 Short line railroads"
"483","NAICS 483 Water transportation"
"4831","NAICS 4831 Sea, coastal, and Great Lakes transportation"
"48311","NAICS 48311 Sea, coastal, and Great Lakes transportation"
"483111","NAICS 483111 Deep sea freight transportation"
"483112","NAICS 483112 Deep sea passenger transportation"
"483113","NAICS 483113 Coastal and Great Lakes freight transport."
"483114","NAICS 483114 Coastal and Great Lakes passenger transport."
"4832","NAICS 4832 Inland water transportation"
"48321","NAICS 48321 Inland water transportation"
"483211","NAICS 483211 Inland water freight transportation"
"483212","NAICS 483212 Inland water passenger transportation"
"484","NAICS 484 Truck transportation"
"4841","NAICS 4841 General freight trucking"
"48411","NAICS 48411 General freight trucking, local"
"484110","NAICS 484110 General freight trucking, local"
"48412","NAICS 48412 General freight trucking, long-distance"
"484121","NAICS 484121 General freight trucking, long-distance TL"
"484122","NAICS 484122 General freight trucking, long-distance LTL"
"4842","NAICS 4842 Specialized freight trucking"
"48421","NAICS 48421 Used household and office goods moving"
"484210","NAICS 484210 Used household and office goods moving"
"48422","NAICS 48422 Other specialized trucking, local"
"484220","NAICS 484220 Other specialized trucking, local"
"48423","NAICS 48423 Other specialized trucking, long-distance"
"484230","NAICS 484230 Other specialized trucking, long-distance"
"485","NAICS 485 Transit and ground passenger transportation"
"4851","NAICS 4851 Urban transit systems"
"48511","NAICS 48511 Urban transit systems"
"485111","NAICS 485111 Mixed mode transit systems"
"485112","NAICS 485112 Commuter rail systems"
"485113","NAICS 485113 Bus and other motor vehicle transit systems"
"485119","NAICS 485119 Other urban transit systems"
"4852","NAICS 4852 Interurban and rural bus transportation"
"48521","NAICS 48521 Interurban and rural bus transportation"
"485210","NAICS 485210 Interurban and rural bus transportation"
"4853","NAICS 4853 Taxi and limousine service"
"48531","NAICS 48531 Taxi service"
"485310","NAICS 485310 Taxi service"
"48532","NAICS 48532 Limousine service"
"485320","NAICS 485320 Limousine service"
"4854","NAICS 4854 School and employee bus transportation"
"48541","NAICS 48541 School and employee bus transportation"
"485410","NAICS 485410 School and employee bus transportation"
"4855","NAICS 4855 Charter bus industry"
"48551","NAICS 48551 Charter bus industry"
"485510","NAICS 485510 Charter bus industry"
"4859","NAICS 4859 Other ground passenger transportation"
"48599","NAICS 48599 Other ground passenger transportation"
"485991","NAICS 485991 Special needs transportation"
"485999","NAICS 485999 All other ground passenger transportation"
"486","NAICS 486 Pipeline transportation"
"4861","NAICS 4861 Pipeline transportation of crude oil"
"48611","NAICS 48611 Pipeline transportation of crude oil"
"486110","NAICS 486110 Pipeline transportation of crude oil"
"4862","NAICS 4862 Pipeline transportation of natural gas"
"48621","NAICS 48621 Pipeline transportation of natural gas"
"486210","NAICS 486210 Pipeline transportation of natural gas"
"4869","NAICS 4869 Other pipeline transportation"
"48691","NAICS 48691 Refined petroleum product pipeline transport."
"486910","NAICS 486910 Refined petroleum product pipeline transport."
"48699","NAICS 48699 All other pipeline transportation"
"486990","NAICS 486990 All other pipeline transportation"
"487","NAICS 487 Scenic and sightseeing transportation"
"4871","NAICS 4871 Scenic and sightseeing transportation, land"
"48711","NAICS 48711 Scenic and sightseeing transportation, land"
"487110","NAICS 487110 Scenic and sightseeing transportation, land"
"4872","NAICS 4872 Scenic and sightseeing transportation, water"
"48721","NAICS 48721 Scenic and sightseeing transportation, water"
"487210","NAICS 487210 Scenic and sightseeing transportation, water"
"4879","NAICS 4879 Scenic and sightseeing transportation, other"
"48799","NAICS 48799 Scenic and sightseeing transportation, other"
"487990","NAICS 487990 Scenic and sightseeing transportation, other"
"488","NAICS 488 Support activities for transportation"
"4881","NAICS 4881 Support activities for air transportation"
"48811","NAICS 48811 Airport operations"
"488111","NAICS 488111 Air traffic control"
"488119","NAICS 488119 Other airport operations"
"48819","NAICS 48819 Other support activities for air transport."
"488190","NAICS 488190 Other support activities for air transport."
"4882","NAICS 4882 Support activities for rail transportation"
"48821","NAICS 48821 Support activities for rail transportation"
"488210","NAICS 488210 Support activities for rail transportation"
"4883","NAICS 4883 Support activities for water transportation"
"48831","NAICS 48831 Port and harbor operations"
"488310","NAICS 488310 Port and harbor operations"
"48832","NAICS 48832 Marine cargo handling"
"488320","NAICS 488320 Marine cargo handling"
"48833","NAICS 48833 Navigational services to shipping"
"488330","NAICS 488330 Navigational services to shipping"
"48839","NAICS 48839 Other support activities for water transport."
"488390","NAICS 488390 Other support activities for water transport."
"4884","NAICS 4884 Support activities for road transportation"
"48841","NAICS 48841 Motor vehicle towing"
"488410","NAICS 488410 Motor vehicle towing"
"48849","NAICS 48849 Other support activities for road transport."
"488490","NAICS 488490 Other support activities for road transport."
"4885","NAICS 4885 Freight transportation arrangement"
"48851","NAICS 48851 Freight transportation arrangement"
"488510","NAICS 488510 Freight transportation arrangement"
"4889","NAICS 4889 Other support activities for transportation"
"48899","NAICS 48899 Other support activities for transportation"
"488991","NAICS 488991 Packing and crating"
"488999","NAICS 488999 All other support activities for transport."
"491","NAICS 491 Postal service"
"4911","NAICS 4911 Postal service"
"49111","NAICS 49111 Postal service"
"491110","NAICS 491110 Postal service"
"492","NAICS 492 Couriers and messengers"
"4921","NAICS 4921 Couriers and express delivery services"
"49211","NAICS 49211 Couriers and express delivery services"
"492110","NAICS 492110 Couriers and express delivery services"
"4922","NAICS 4922 Local messengers and local delivery"
"49221","NAICS 49221 Local messengers and local delivery"
"492210","NAICS 492210 Local messengers and local delivery"
"493","NAICS 493 Warehousing and storage"
"4931","NAICS 4931 Warehousing and storage"
"49311","NAICS 49311 General warehousing and storage"
"493110","NAICS 493110 General warehousing and storage"
"49312","NAICS 49312 Refrigerated warehousing and storage"
"493120","NAICS 493120 Refrigerated warehousing and storage"
"49313","NAICS 49313 Farm product warehousing and storage"
"493130","NAICS 493130 Farm product warehousing and storage"
"49319","NAICS 49319 Other warehousing and storage"
"493190","NAICS 493190 Other warehousing and storage"
"51","NAICS 51 Information"
"511","NAICS 511 Publishing industries, except Internet"
"5111","NAICS 5111 Newspaper, book, and directory publishers"
"51111","NAICS 51111 Newspaper publishers"
"511110","NAICS 511110 Newspaper publishers"
"51112","NAICS 51112 Periodical publishers"
