"area_fips","area_title"
"29077","Greene County, Missouri"
"29079","Grundy County, Missouri"
"29081","Harrison County, Missouri"
"29083","Henry County, Missouri"
"29085","Hickory County, Missouri"
"29087","Holt County, Missouri"
"29089","Howard County, Missouri"
"29091","Howell County, Missouri"
"29093","Iron County, Missouri"
"29095","Jackson County, Missouri"
"29097","Jasper County, Missouri"
"29099","Jefferson County, Missouri"
"29101","Johnson County, Missouri"
"29103","Knox County, Missouri"
"29105","Laclede County, Missouri"
"29107","Lafayette County, Missouri"
"29109","Lawrence County, Missouri"
"29111","Lewis County, Missouri"
"29113","Lincoln County, Missouri"
"29115","Linn County, Missouri"
"29117","Livingston County, Missouri"
"29119","McDonald County, Missouri"
"29121","Macon County, Missouri"
"29123","Madison County, Missouri"
"29125","Maries County, Missouri"
"29127","Marion County, Missouri"
"29129","Mercer County, Missouri"
"29131","Miller County, Missouri"
"29133","Mississippi County, Missouri"
"29135","Moniteau County, Missouri"
"29137","Monroe County, Missouri"
"29139","Montgomery County, Missouri"
"29141","Morgan County, Missouri"
"29143","New Madrid County, Missouri"
"29145","Newton County, Missouri"
"29147","Nodaway County, Missouri"
"29149","Oregon County, Missouri"
"29151","Osage County, Missouri"
"29153","Ozark County, Missouri"
"29155","Pemiscot County, Missouri"
"29157","Perry County, Missouri"
"29159","Pettis County, Missouri"
"29161","Phelps County, Missouri"
"29163","Pike County, Missouri"
"29165","Platte County, Missouri"
"29167","Polk County, Missouri"
"29169","Pulaski County, Missouri"
"29171","Putnam County, Missouri"
"29173","Ralls County, Missouri"
"29175","Randolph County, Missouri"
"29177","Ray County, Missouri"
"29179","Reynolds County, Missouri"
"29181","Ripley County, Missouri"
"29183","St. Charles County, Missouri"
"29185","St. Clair County, Missouri"
"29186","Ste. Genevieve County, Missouri"
"29187","St. Francois County, Missouri"
"29189","St. Louis County, Missouri"
"29193","Ste. Genevieve County, Missouri"
"29195","Saline County, Missouri"
"29197","Schuyler County, Missouri"
"29199","Scotland County, Missouri"
"29201","Scott County, Missouri"
"29203","Shannon County, Missouri"
"29205","Shelby County, Missouri"
"29207","Stoddard County, Missouri"
"29209","Stone County, Missouri"
"29211","Sullivan County, Missouri"
"29213","Taney County, Missouri"
"29215","Texas County, Missouri"
"29217","Vernon County, Missouri"
"29219","Warren County, Missouri"
"29221","Washington County, Missouri"
"29223","Wayne County, Missouri"
"29225","Webster County, Missouri"
"29227","Worth County, Missouri"
"29229","Wright County, Missouri"
"29510","St. Louis City, Missouri"
"29996","Overseas Locations -- Missouri"
"29997","Multicounty, Not Statewide -- Missouri"
"29998","Out-of-State, Missouri"
"29999","Unknown Or Undefined, Missouri"
"30000","Montana -- Statewide"
"30001","Beaverhead County, Montana"
"30003","Big Horn County, Montana"
"30005","Blaine County, Montana"
"30007","Broadwater County, Montana"
"30009","Carbon County, Montana"
"30011","Carter County, Montana"
"30013","Cascade County, Montana"
"30015","Chouteau County, Montana"
"30017","Custer County, Montana"
"30019","Daniels County, Montana"
"30021","Dawson County, Montana"
"30023","Deer Lodge County, Montana"
"30025","Fallon County, Montana"
"30027","Fergus County, Montana"
"30029","Flathead County, Montana"
"30031","Gallatin County, Montana"
"30033","Garfield County, Montana"
"30035","Glacier County, Montana"
"30037","Golden Valley County, Montana"
"30039","Granite County, Montana"
"30041","Hill County, Montana"
"30043","Jefferson County, Montana"
"30045","Judith Basin County, Montana"
"30047","Lake County, Montana"
"30049","Lewis and Clark County, Montana"
"30051","Liberty County, Montana"
"30053","Lincoln County, Montana"
"30055","McCone County, Montana"
"30057","Madison County, Montana"
"30059","Meagher County, Montana"
"30061","Mineral County, Montana"
"30063","Missoula County, Montana"
"30065","Musselshell County, Montana"
"30067","Park County, Montana"
"30069","Petroleum County, Montana"
"30071","Phillips County, Montana"
"30073","Pondera County, Montana"
"30075","Powder River County, Montana"
"30077","Powell County, Montana"
"30079","Prairie County, Montana"
"30081","Ravalli County, Montana"
"30083","Richland County, Montana"
"30085","Roosevelt County, Montana"
"30087","Rosebud County, Montana"
"30089","Sanders County, Montana"
"30091","Sheridan County, Montana"
"30093","Silver Bow County, Montana"
"30095","Stillwater County, Montana"
"30097","Sweet Grass County, Montana"
"30099","Teton County, Montana"
"30101","Toole County, Montana"
"30103","Treasure County, Montana"
"30105","Valley County, Montana"
"30107","Wheatland County, Montana"
"30109","Wibaux County, Montana"
"30111","Yellowstone County, Montana"
"30901","Park County, Montana"
"30996","Overseas Locations -- Montana"
"30997","Multicounty, Not Statewide -- Montana"
"30998","Out-of-State, Montana"
"30999","Unknown Or Undefined, Montana"
"31000","Nebraska -- Statewide"
"31001","Adams County, Nebraska"
"31003","Antelope County, Nebraska"
"31005","Arthur County, Nebraska"
"31007","Banner County, Nebraska"
"31009","Blaine County, Nebraska"
"31011","Boone County, Nebraska"
"31013","Box Butte County, Nebraska"
"31015","Boyd County, Nebraska"
"31017","Brown County, Nebraska"
"31019","Buffalo County, Nebraska"
"31021","Burt County, Nebraska"
"31023","Butler County, Nebraska"
"31025","Cass County, Nebraska"
"31027","Cedar County, Nebraska"
"31029","Chase County, Nebraska"
"31031","Cherry County, Nebraska"
"31033","Cheyenne County, Nebraska"
"31035","Clay County, Nebraska"
"31037","Colfax County, Nebraska"
"31039","Cuming County, Nebraska"
"31041","Custer County, Nebraska"
"31043","Dakota County, Nebraska"
"31045","Dawes County, Nebraska"
"31047","Dawson County, Nebraska"
"31049","Deuel County, Nebraska"
"31051","Dixon County, Nebraska"
"31053","Dodge County, Nebraska"
"31055","Douglas County, Nebraska"
"31057","Dundy County, Nebraska"
"31059","Fillmore County, Nebraska"
"31061","Franklin County, Nebraska"
"31063","Frontier County, Nebraska"
"31065","Furnas County, Nebraska"
"31067","Gage County, Nebraska"
"31069","Garden County, Nebraska"
"31071","Garfield County, Nebraska"
"31073","Gosper County, Nebraska"
"31075","Grant County, Nebraska"
"31077","Greeley County, Nebraska"
"31079","Hall County, Nebraska"
"31081","Hamilton County, Nebraska"
"31083","Harlan County, Nebraska"
"31085","Hayes County, Nebraska"
"31087","Hitchcock County, Nebraska"
"31089","Holt County, Nebraska"
"31091","Hooker County, Nebraska"
"31093","Howard County, Nebraska"
"31095","Jefferson County, Nebraska"
"31097","Johnson County, Nebraska"
"31099","Kearney County, Nebraska"
"31101","Keith County, Nebraska"
"31103","Keya Paha County, Nebraska"
"31105","Kimball County, Nebraska"
"31107","Knox County, Nebraska"
"31109","Lancaster County, Nebraska"
"31111","Lincoln County, Nebraska"
"31113","Logan County, Nebraska"
"31115","Loup County, Nebraska"
"31117","McPherson County, Nebraska"
"31119","Madison County, Nebraska"
"31121","Merrick County, Nebraska"
"31123","Morrill County, Nebraska"
"31125","Nance County, Nebraska"
"31127","Nemaha County, Nebraska"
"31129","Nuckolls County, Nebraska"
"31131","Otoe County, Nebraska"
"31133","Pawnee County, Nebraska"
"31135","Perkins County, Nebraska"
"31137","Phelps County, Nebraska"
"31139","Pierce County, Nebraska"
"31141","Platte County, Nebraska"
"31143","Polk County, Nebraska"
"31145","Red Willow County, Nebraska"
"31147","Richardson County, Nebraska"
"31149","Rock County, Nebraska"
"31151","Saline County, Nebraska"
"31153","Sarpy County, Nebraska"
"31155","Saunders County, Nebraska"
"31157","Scotts Bluff County, Nebraska"
"31159","Seward County, Nebraska"
"31161","Sheridan County, Nebraska"
"31163","Sherman County, Nebraska"
"31165","Sioux County, Nebraska"
"31167","Stanton County, Nebraska"
"31169","Thayer County, Nebraska"
"31171","Thomas County, Nebraska"
"31173","Thurston County, Nebraska"
"31175","Valley County, Nebraska"
"31177","Washington County, Nebraska"
"31179","Wayne County, Nebraska"
"31181","Webster County, Nebraska"
"31183","Wheeler County, Nebraska"
"31185","York County, Nebraska"
"31996","Overseas Locations -- Nebraska"
"31997","Multicounty, Not Statewide -- Nebraska"
"31998","Out-of-State, Nebraska"
"31999","Unknown Or Undefined, Nebraska"
"32000","Nevada -- Statewide"
"32001","Churchill County, Nevada"
"32003","Clark County, Nevada"
"32005","Douglas County, Nevada"
"32007","Elko County, Nevada"
"32009","Esmeralda County, Nevada"
"32011","Eureka County, Nevada"
"32013","Humboldt County, Nevada"
"32015","Lander County, Nevada"
"32017","Lincoln County, Nevada"
"32019","Lyon County, Nevada"
"32021","Mineral County, Nevada"
"32023","Nye County, Nevada"
"32027","Pershing County, Nevada"
"32029","Storey County, Nevada"
"32031","Washoe County, Nevada"
"32033","White Pine County, Nevada"
"32510","Carson City, Nevada"
"32996","Overseas Locations -- Nevada"
"32997","Multicounty, Not Statewide -- Nevada"
"32998","Out-of-State, Nevada"
"32999","Unknown Or Undefined, Nevada"
"33000","New Hampshire -- Statewide"
"33001","Belknap County, New Hampshire"
"33003","Carroll County, New Hampshire"
"33005","Cheshire County, New Hampshire"
"33007","Coos County, New Hampshire"
"33009","Grafton County, New Hampshire"
"33011","Hillsborough County, New Hampshire"
"33013","Merrimack County, New Hampshire"
"33015","Rockingham County, New Hampshire"
"33017","Strafford County, New Hampshire"
"33019","Sullivan County, New Hampshire"
"33996","Overseas Locations -- New Hampshire"
"33997","Multi, Not Statewide -- New Hampshire"
"33998","Out-of-State, New Hampshire"
"33999","Unknown Or Undefined, New Hampshire"
"34000","New Jersey -- Statewide"
"34001","Atlantic County, New Jersey"
"34003","Bergen County, New Jersey"
"34005","Burlington County, New Jersey"
"34007","Camden County, New Jersey"
"34009","Cape May County, New Jersey"
"34011","Cumberland County, New Jersey"
"34013","Essex County, New Jersey"
"34015","Gloucester County, New Jersey"
"34017","Hudson County, New Jersey"
"34019","Hunterdon County, New Jersey"
"34021","Mercer County, New Jersey"
"34023","Middlesex County, New Jersey"
"34025","Monmouth County, New Jersey"
"34027","Morris County, New Jersey"
"34029","Ocean County, New Jersey"
"34031","Passaic County, New Jersey"
"34033","Salem County, New Jersey"
"34035","Somerset County, New Jersey"
"34037","Sussex County, New Jersey"
"34039","Union County, New Jersey"
"34041","Warren County, New Jersey"
"34996","Overseas Locations -- New Jersey"
"34997","Multicounty, Not Statewide -- New Jersey"
"34998","Out-of-State, New Jersey"
"34999","Unknown Or Undefined, New Jersey"
"35000","New Mexico -- Statewide"
"35001","Bernalillo County, New Mexico"
"35003","Catron County, New Mexico"
"35005","Chaves County, New Mexico"
"35006","Cibola County, New Mexico"
"35007","Colfax County, New Mexico"
"35009","Curry County, New Mexico"
"35011","De Baca County, New Mexico"
"35013","Dona Ana County, New Mexico"
"35015","Eddy County, New Mexico"
"35017","Grant County, New Mexico"
"35019","Guadalupe County, New Mexico"
"35021","Harding County, New Mexico"
"35023","Hidalgo County, New Mexico"
"35025","Lea County, New Mexico"
"35027","Lincoln County, New Mexico"
"35028","Los Alamos County, New Mexico"
"35029","Luna County, New Mexico"
"35031","Mckinley County, New Mexico"
"35033","Mora County, New Mexico"
"35035","Otero County, New Mexico"
"35037","Quay County, New Mexico"
"35039","Rio Arriba County, New Mexico"
"35041","Roosevelt County, New Mexico"
"35043","Sandoval County, New Mexico"
"35045","San Juan County, New Mexico"
"35047","San Miguel County, New Mexico"
"35049","Santa Fe County, New Mexico"
"35051","Sierra County, New Mexico"
"35053","Socorro County, New Mexico"
"35055","Taos County, New Mexico"
"35057","Torrance County, New Mexico"
"35059","Union County, New Mexico"
"35061","Valencia County, New Mexico"
"35996","Overseas Locations -- New Mexico"
"35997","Multicounty, Not Statewide -- New Mexico"
"35998","Out-of-State, New Mexico"
"35999","Unknown Or Undefined, New Mexico"
"36000","New York -- Statewide"
"36001","Albany County, New York"
"36003","Allegany County, New York"
"36005","Bronx County, New York"
"36007","Broome County, New York"
"36009","Cattaraugus County, New York"
"36011","Cayuga County, New York"
"36013","Chautauqua County, New York"
"36015","Chemung County, New York"
"36017","Chenango County, New York"
"36019","Clinton County, New York"
"36021","Columbia County, New York"
"36023","Cortland County, New York"
"36025","Delaware County, New York"
"36027","Dutchess County, New York"
"36029","Erie County, New York"
"36031","Essex County, New York"
"36033","Franklin County, New York"
"36035","Fulton County, New York"
"36037","Genesee County, New York"
"36039","Greene County, New York"
"36041","Hamilton County, New York"
"36043","Herkimer County, New York"
"36045","Jefferson County, New York"
"36047","Kings County, New York"
"36049","Lewis County, New York"
"36051","Livingston County, New York"
"36053","Madison County, New York"
"36055","Monroe County, New York"
"36057","Montgomery County, New York"
"36059","Nassau County, New York"
"36061","New York County, New York"
"36063","Niagara County, New York"
"36065","Oneida County, New York"
"36067","Onondaga County, New York"
"36069","Ontario County, New York"
"36071","Orange County, New York"
"36073","Orleans County, New York"
"36075","Oswego County, New York"
"36077","Otsego County, New York"
"36079","Putnam County, New York"
"36081","Queens County, New York"
"36083","Rensselaer County, New York"
"36085","Richmond County, New York"
"36087","Rockland County, New York"
"36089","St. Lawrence County, New York"
"36091","Saratoga County, New York"
"36093","Schenectady County, New York"
"36095","Schoharie County, New York"
"36097","Schuyler County, New York"
"36099","Seneca County, New York"
"36101","Steuben County, New York"
"36103","Suffolk County, New York"
"36105","Sullivan County, New York"
"36107","Tioga County, New York"
"36109","Tompkins County, New York"
"36111","Ulster County, New York"
"36113","Warren County, New York"
"36115","Washington County, New York"
"36117","Wayne County, New York"
"36119","Westchester County, New York"
"36121","Wyoming County, New York"
"36123","Yates County, New York"
"36996","Overseas Locations -- New York"
"36997","Multicounty, Not Statewide -- New York"
"36998","Out-of-State, New York"
"36999","Unknown Or Undefined, New York"
"37000","North Carolina -- Statewide"
"37001","Alamance County, North Carolina"
"37003","Alexander County, North Carolina"
"37005","Alleghany County, North Carolina"
"37007","Anson County, North Carolina"
"37009","Ashe County, North Carolina"
"37011","Avery County, North Carolina"
"37013","Beaufort County, North Carolina"
"37015","Bertie County, North Carolina"
"37017","Bladen County, North Carolina"
"37019","Brunswick County, North Carolina"
"37021","Buncombe County, North Carolina"
"37023","Burke County, North Carolina"
"37025","Cabarrus County, North Carolina"
"37027","Caldwell County, North Carolina"
"37029","Camden County, North Carolina"
"37031","Carteret County, North Carolina"
"37033","Caswell County, North Carolina"
"37035","Catawba County, North Carolina"
"37037","Chatham County, North Carolina"
"37039","Cherokee County, North Carolina"
"37041","Chowan County, North Carolina"
"37043","Clay County, North Carolina"
"37045","Cleveland County, North Carolina"
"37047","Columbus County, North Carolina"
"37049","Craven County, North Carolina"
"37051","Cumberland County, North Carolina"
"37053","Currituck County, North Carolina"
"37055","Dare County, North Carolina"
"37057","Davidson County, North Carolina"
"37059","Davie County, North Carolina"
"37061","Duplin County, North Carolina"
"37063","Durham County, North Carolina"
"37065","Edgecombe County, North Carolina"
"37067","Forsyth County, North Carolina"
"37069","Franklin County, North Carolina"
"37071","Gaston County, North Carolina"
"37073","Gates County, North Carolina"
"37075","Graham County, North Carolina"
"37077","Granville County, North Carolina"
"37079","Greene County, North Carolina"
"37081","Guilford County, North Carolina"
"37083","Halifax County, North Carolina"
"37085","Harnett County, North Carolina"
"37087","Haywood County, North Carolina"
"37089","Henderson County, North Carolina"
"37091","Hertford County, North Carolina"
"37093","Hoke County, North Carolina"
"37095","Hyde County, North Carolina"
"37097","Iredell County, North Carolina"
"37099","Jackson County, North Carolina"
"37101","Johnston County, North Carolina"
"37103","Jones County, North Carolina"
"37105","Lee County, North Carolina"
"37107","Lenoir County, North Carolina"
"37109","Lincoln County, North Carolina"
"37111","McDowell County, North Carolina"
"37113","Macon County, North Carolina"
"37115","Madison County, North Carolina"
"37117","Martin County, North Carolina"
"37119","Mecklenburg County, North Carolina"
"37121","Mitchell County, North Carolina"
"37123","Montgomery County, North Carolina"
"37125","Moore County, North Carolina"
"37127","Nash County, North Carolina"
"37129","New Hanover County, North Carolina"
"37131","Northampton County, North Carolina"
"37133","Onslow County, North Carolina"
"37135","Orange County, North Carolina"
"37137","Pamlico County, North Carolina"
"37139","Pasquotank County, North Carolina"
"37141","Pender County, North Carolina"
"37143","Perquimans County, North Carolina"
"37145","Person County, North Carolina"
"37147","Pitt County, North Carolina"
"37149","Polk County, North Carolina"
"37151","Randolph County, North Carolina"
"37153","Richmond County, North Carolina"
"37155","Robeson County, North Carolina"
"37157","Rockingham County, North Carolina"
"37159","Rowan County, North Carolina"
"37161","Rutherford County, North Carolina"
"37163","Sampson County, North Carolina"
"37165","Scotland County, North Carolina"
"37167","Stanly County, North Carolina"
"37169","Stokes County, North Carolina"
"37171","Surry County, North Carolina"
"37173","Swain County, North Carolina"
"37175","Transylvania County, North Carolina"
"37177","Tyrrell County, North Carolina"
"37179","Union County, North Carolina"
"37181","Vance County, North Carolina"
"37183","Wake County, North Carolina"
"37185","Warren County, North Carolina"
"37187","Washington County, North Carolina"
"37189","Watauga County, North Carolina"
"37191","Wayne County, North Carolina"
"37193","Wilkes County, North Carolina"
"37195","Wilson County, North Carolina"
"37197","Yadkin County, North Carolina"
"37199","Yancey County, North Carolina"
"37996","Overseas Locations -- North Carolina"
"37997","Multi, Not Statewide -- North Carolina"
"37998","Out-of-State, North Carolina"
"37999","Unknown Or Undefined, North Carolina"
"38000","North Dakota -- Statewide"
"38001","Adams County, North Dakota"
"38003","Barnes County, North Dakota"
"38005","Benson County, North Dakota"
"38007","Billings County, North Dakota"
"38009","Bottineau County, North Dakota"
"38011","Bowman County, North Dakota"
"38013","Burke County, North Dakota"
"38015","Burleigh County, North Dakota"
"38017","Cass County, North Dakota"
"38019","Cavalier County, North Dakota"
"38021","Dickey County, North Dakota"
"38023","Divide County, North Dakota"
"38025","Dunn County, North Dakota"
"38027","Eddy County, North Dakota"
"38029","Emmons County, North Dakota"
"38031","Foster County, North Dakota"
"38033","Golden Valley County, North Dakota"
"38035","Grand Forks County, North Dakota"
"38037","Grant County, North Dakota"
"38039","Griggs County, North Dakota"
"38041","Hettinger County, North Dakota"
"38043","Kidder County, North Dakota"
"38045","LaMoure County, North Dakota"
"38047","Logan County, North Dakota"
"38049","McHenry County, North Dakota"
"38051","McIntosh County, North Dakota"
"38053","McKenzie County, North Dakota"
"38055","McLean County, North Dakota"
"38057","Mercer County, North Dakota"
"38059","Morton County, North Dakota"
"38061","Mountrail County, North Dakota"
"38063","Nelson County, North Dakota"
"38065","Oliver County, North Dakota"
"38067","Pembina County, North Dakota"
"38069","Pierce County, North Dakota"
"38071","Ramsey County, North Dakota"
"38073","Ransom County, North Dakota"
"38075","Renville County, North Dakota"
"38077","Richland County, North Dakota"
"38079","Rolette County, North Dakota"
"38081","Sargent County, North Dakota"
"38083","Sheridan County, North Dakota"
"38085","Sioux County, North Dakota"
"38087","Slope County, North Dakota"
"38089","Stark County, North Dakota"
"38091","Steele County, North Dakota"
"38093","Stutsman County, North Dakota"
"38095","Towner County, North Dakota"
"38097","Traill County, North Dakota"
"38099","Walsh County, North Dakota"
"38101","Ward County, North Dakota"
"38103","Wells County, North Dakota"
"38105","Williams County, North Dakota"
"38996","Overseas Locations -- North Dakota"
"38997","Multi, Not Statewide -- North Dakota"
"38998","Out-of-State, North Dakota"
"38999","Unknown Or Undefined, North Dakota"
"39000","Ohio -- Statewide"
"39001","Adams County, Ohio"
"39003","Allen County, Ohio"
"39005","Ashland County, Ohio"
"39007","Ashtabula County, Ohio"
"39009","Athens County, Ohio"
"39011","Auglaize County, Ohio"
"39013","Belmont County, Ohio"
"39015","Brown County, Ohio"
"39017","Butler County, Ohio"
"39019","Carroll County, Ohio"
"39021","Champaign County, Ohio"
"39023","Clark County, Ohio"
"39025","Clermont County, Ohio"
"39027","Clinton County, Ohio"
"39029","Columbiana County, Ohio"
"39031","Coshocton County, Ohio"
"39033","Crawford County, Ohio"
"39035","Cuyahoga County, Ohio"
"39037","Darke County, Ohio"
"39039","Defiance County, Ohio"
"39041","Delaware County, Ohio"
"39043","Erie County, Ohio"
"39045","Fairfield County, Ohio"
"39047","Fayette County, Ohio"
"39049","Franklin County, Ohio"
"39051","Fulton County, Ohio"
"39053","Gallia County, Ohio"
"39055","Geauga County, Ohio"
"39057","Greene County, Ohio"
"39059","Guernsey County, Ohio"
"39061","Hamilton County, Ohio"
"39063","Hancock County, Ohio"
"39065","Hardin County, Ohio"
"39067","Harrison County, Ohio"
"39069","Henry County, Ohio"
"39071","Highland County, Ohio"
"39073","Hocking County, Ohio"
"39075","Holmes County, Ohio"
"39077","Huron County, Ohio"
"39079","Jackson County, Ohio"
"39081","Jefferson County, Ohio"
"39083","Knox County, Ohio"
"39085","Lake County, Ohio"
"39087","Lawrence County, Ohio"
"39089","Licking County, Ohio"
"39091","Logan County, Ohio"
"39093","Lorain County, Ohio"
"39095","Lucas County, Ohio"
"39097","Madison County, Ohio"
"39099","Mahoning County, Ohio"
"39101","Marion County, Ohio"
"39103","Medina County, Ohio"
"39105","Meigs County, Ohio"
"39107","Mercer County, Ohio"
"39109","Miami County, Ohio"
"39111","Monroe County, Ohio"
"39113","Montgomery County, Ohio"
"39115","Morgan County, Ohio"
"39117","Morrow County, Ohio"
"39119","Muskingum County, Ohio"
"39121","Noble County, Ohio"
"39123","Ottawa County, Ohio"
"39125","Paulding County, Ohio"
"39127","Perry County, Ohio"
"39129","Pickaway County, Ohio"
"39131","Pike County, Ohio"
"39133","Portage County, Ohio"
"39135","Preble County, Ohio"
"39137","Putnam County, Ohio"
"39139","Richland County, Ohio"
"39141","Ross County, Ohio"
"39143","Sandusky County, Ohio"
"39145","Scioto County, Ohio"
"39147","Seneca County, Ohio"
"39149","Shelby County, Ohio"
"39151","Stark County, Ohio"
"39153","Summit County, Ohio"
"39155","Trumbull County, Ohio"
"39157","Tuscarawas County, Ohio"
"39159","Union County, Ohio"
"39161","Van Wert County, Ohio"
"39163","Vinton County, Ohio"
"39165","Warren County, Ohio"
"39167","Washington County, Ohio"
"39169","Wayne County, Ohio"
"39171","Williams County, Ohio"
"39173","Wood County, Ohio"
"39175","Wyandot County, Ohio"
"39996","Overseas Locations -- Ohio"
"39997","Multicounty, Not Statewide -- Ohio"
"39998","Out-of-State, Ohio"
"39999","Unknown Or Undefined, Ohio"
"40000","Oklahoma -- Statewide"
"40001","Adair County, Oklahoma"
"40003","Alfalfa County, Oklahoma"
"40005","Atoka County, Oklahoma"
"40007","Beaver County, Oklahoma"
"40009","Beckham County, Oklahoma"
"40011","Blaine County, Oklahoma"
"40013","Bryan County, Oklahoma"
"40015","Caddo County, Oklahoma"
"40017","Canadian County, Oklahoma"
"40019","Carter County, Oklahoma"
"40021","Cherokee County, Oklahoma"
"40023","Choctaw County, Oklahoma"
"40025","Cimarron County, Oklahoma"
"40027","Cleveland County, Oklahoma"
"40029","Coal County, Oklahoma"
"40031","Comanche County, Oklahoma"
"40033","Cotton County, Oklahoma"
"40035","Craig County, Oklahoma"
"40037","Creek County, Oklahoma"
"40039","Custer County, Oklahoma"
"40041","Delaware County, Oklahoma"
"40043","Dewey County, Oklahoma"
"40045","Ellis County, Oklahoma"
"40047","Garfield County, Oklahoma"
"40049","Garvin County, Oklahoma"
"40051","Grady County, Oklahoma"
"40053","Grant County, Oklahoma"
"40055","Greer County, Oklahoma"
"40057","Harmon County, Oklahoma"
"40059","Harper County, Oklahoma"
"40061","Haskell County, Oklahoma"
"40063","Hughes County, Oklahoma"
"40065","Jackson County, Oklahoma"
"40067","Jefferson County, Oklahoma"
"40069","Johnston County, Oklahoma"
"40071","Kay County, Oklahoma"
"40073","Kingfisher County, Oklahoma"
"40075","Kiowa County, Oklahoma"
"40077","Latimer County, Oklahoma"
"40079","Le Flore County, Oklahoma"
"40081","Lincoln County, Oklahoma"
"40083","Logan County, Oklahoma"
"40085","Love County, Oklahoma"
"40087","McClain County, Oklahoma"
"40089","McCurtain County, Oklahoma"
"40091","McIntosh County, Oklahoma"
"40093","Major County, Oklahoma"
"40095","Marshall County, Oklahoma"
"40097","Mayes County, Oklahoma"
"40099","Murray County, Oklahoma"
"40101","Muskogee County, Oklahoma"
"40103","Noble County, Oklahoma"
"40105","Nowata County, Oklahoma"
"40107","Okfuskee County, Oklahoma"
"40109","Oklahoma County, Oklahoma"
"40111","Okmulgee County, Oklahoma"
"40113","Osage County, Oklahoma"
"40115","Ottawa County, Oklahoma"
"40117","Pawnee County, Oklahoma"
"40119","Payne County, Oklahoma"
"40121","Pittsburg County, Oklahoma"
"40123","Pontotoc County, Oklahoma"
"40125","Pottawatomie County, Oklahoma"
"40127","Pushmataha County, Oklahoma"
"40129","Roger Mills County, Oklahoma"
"40131","Rogers County, Oklahoma"
"40133","Seminole County, Oklahoma"
"40135","Sequoyah County, Oklahoma"
"40137","Stephens County, Oklahoma"
"40139","Texas County, Oklahoma"
"40141","Tillman County, Oklahoma"
"40143","Tulsa County, Oklahoma"
"40145","Wagoner County, Oklahoma"
"40147","Washington County, Oklahoma"
"40149","Washita County, Oklahoma"
"40151","Woods County, Oklahoma"
"40153","Woodward County, Oklahoma"
"40996","Overseas Locations -- Oklahoma"
"40997","Multicounty, Not Statewide -- Oklahoma"
"40998","Out-of-State, Oklahoma"
"40999","Unknown Or Undefined, Oklahoma"
"41000","Oregon -- Statewide"
"41001","Baker County, Oregon"
"41003","Benton County, Oregon"
"41005","Clackamas County, Oregon"
"41007","Clatsop County, Oregon"
"41009","Columbia County, Oregon"
"41011","Coos County, Oregon"
"41013","Crook County, Oregon"
"41015","Curry County, Oregon"
"41017","Deschutes County, Oregon"
"41019","Douglas County, Oregon"
"41021","Gilliam County, Oregon"
"41023","Grant County, Oregon"
"41025","Harney County, Oregon"
"41027","Hood River County, Oregon"
"41029","Jackson County, Oregon"
"41031","Jefferson County, Oregon"
"41033","Josephine County, Oregon"
"41035","Klamath County, Oregon"
"41037","Lake County, Oregon"
"41039","Lane County, Oregon"
"41041","Lincoln County, Oregon"
"41043","Linn County, Oregon"
"41045","Malheur County, Oregon"
"41047","Marion County, Oregon"
"41049","Morrow County, Oregon"
"41051","Multnomah County, Oregon"
"41053","Polk County, Oregon"
"41055","Sherman County, Oregon"
"41057","Tillamook County, Oregon"
"41059","Umatilla County, Oregon"
"41061","Union County, Oregon"
"41063","Wallowa County, Oregon"
"41065","Wasco County, Oregon"
"41067","Washington County, Oregon"
"41069","Wheeler County, Oregon"
"41071","Yamhill County, Oregon"
"41996","Overseas Locations -- Oregon"
"41997","Multicounty, Not Statewide -- Oregon"
"41998","Out-of-State, Oregon"
"41999","Unknown Or Undefined, Oregon"
"42000","Pennsylvania -- Statewide"
"42001","Adams County, Pennsylvania"
"42003","Allegheny County, Pennsylvania"
"42005","Armstrong County, Pennsylvania"
"42007","Beaver County, Pennsylvania"
"42009","Bedford County, Pennsylvania"
"42011","Berks County, Pennsylvania"
"42013","Blair County, Pennsylvania"
"42015","Bradford County, Pennsylvania"
"42017","Bucks County, Pennsylvania"
"42019","Butler County, Pennsylvania"
"42021","Cambria County, Pennsylvania"
"42023","Cameron County, Pennsylvania"
"42025","Carbon County, Pennsylvania"
"42027","Centre County, Pennsylvania"
"42029","Chester County, Pennsylvania"
"42031","Clarion County, Pennsylvania"
"42033","Clearfield County, Pennsylvania"
"42035","Clinton County, Pennsylvania"
"42037","Columbia County, Pennsylvania"
"42039","Crawford County, Pennsylvania"
"42041","Cumberland County, Pennsylvania"
"42043","Dauphin County, Pennsylvania"
"42045","Delaware County, Pennsylvania"
"42047","Elk County, Pennsylvania"
"42049","Erie County, Pennsylvania"
"42051","Fayette County, Pennsylvania"
"42053","Forest County, Pennsylvania"
"42055","Franklin County, Pennsylvania"
"42057","Fulton County, Pennsylvania"
"42059","Greene County, Pennsylvania"
"42061","Huntingdon County, Pennsylvania"
"42063","Indiana County, Pennsylvania"
"42065","Jefferson County, Pennsylvania"
"42067","Juniata County, Pennsylvania"
"42069","Lackawanna County, Pennsylvania"
"42071","Lancaster County, Pennsylvania"
"42073","Lawrence County, Pennsylvania"
"42075","Lebanon County, Pennsylvania"
"42077","Lehigh County, Pennsylvania"
"42079","Luzerne County, Pennsylvania"
